motusTagID,spp,age,tagDeployID,start_recvSiteName,start_recvDeployID,start_recvDeployLat,start_recvDeployLon,start_time,end_recvSiteName,end_recvDeployID,end_recvDeployLat,end_recvDeployLon,end_time,traj_len,traj_net_disp,traj_dur_h,traj_straightness,groundspeed_net,groundspeed_traj,brng_init,uwind,vwind,tailwind,keep,notes
28508,Ruddy Turnstone,ad,19660,Gerdau,4710,43.8487,-78.9081,2018-05-26T23:57:48Z,Longridge,4683,51.8247,-80.691,2018-05-27T16:54:13Z,897514.071,896739.3804,16.94018383,0.999136849,14.70434293,14.71704597,352.0962896,-2.800003,-0.40000916,-0.011184553,TRUE,
28510,Ruddy Turnstone,ad,19662,Snowshoe Fire Tower,4208,41.0263,-77.9591,2018-05-26T11:06:35Z,Hilliardton,3279,47.7408,-79.6989,2018-05-27T03:17:38Z,759133.5625,758828.5985,16.18419928,0.999598274,13.02416747,13.02940173,350.0765647,5.199997,3,2.058990786,TRUE,
28510,Ruddy Turnstone,ad,19662,Uphill,4243,44.7414,-79.0084,2018-05-26T23:49:31Z,Moosonee,3280,51.285,-80.6238,2018-05-27T06:43:02Z,737450.0053,737449.9855,6.891727556,0.999999973,29.72363846,29.72363926,351.1906998,-2.800003,-0.40000916,0.033519474,FALSE,overlap
28510,Ruddy Turnstone,ad,19662,Hilliardton,3279,47.7408,-79.6989,2018-05-27T03:22:58Z,Moosonee,3280,51.285,-80.6238,2018-05-27T06:43:02Z,399825.8732,399825.8732,3.334333583,1,33.30882762,33.30882762,350.7067655,-4.699997,3.199997,3.916986162,TRUE,
33193,Ruddy Turnstone,ad,21587,Rondeau Provincial Park,4040,42.2824,-81.8411,2019-05-29T16:14:35Z,Chase Bridge,5526,44.5843,-84.555,2019-05-29T20:50:01Z,435917.8792,337133.6638,4.590581944,0.773388016,20.40008022,26.37754891,320.2572117,2.0999908,0.80000305,-0.727472595,TRUE,
33193,Ruddy Turnstone,ad,21587,St.Clair NWA,3955,42.3787,-82.3998,2019-05-29T18:04:00Z,Chase Bridge,5526,44.5843,-84.555,2019-05-29T20:50:01Z,388639.2146,300721.2913,2.766935583,0.773780102,30.1899663,39.01620914,325.3038276,2.0999908,0.80000305,-0.53761826,FALSE,shorter subset
33225,Ruddy Turnstone,ad,21619,PARC Honey Hut,4634,41.4907,-81.9337,2019-05-26T17:15:01Z,Fletcher,5534,44.5413,-84.8644,2019-05-27T04:14:54Z,455509.8052,414581.3977,10.99807661,0.910148131,10.47105812,11.50478451,325.8089865,2.0999908,0.099990845,-1.097388192,FALSE,suspect detection times (UTC offset issue?)
33225,Ruddy Turnstone,ad,21619,Hillman_Marsh,4850,42.0427,-82.5144,2019-05-27T02:07:36Z,Fletcher,5534,44.5413,-84.8644,2019-05-27T04:14:54Z,377459.0224,336757.1582,2.121549083,0.892168787,44.09214748,49.42130695,326.3101617,1.8999939,-1.6000061,-2.385209762,FALSE,suspect detection times (UTC offset issue?)
33225,Ruddy Turnstone,ad,21619,Pointe Mouillee,4285,42.0096,-83.1862,2019-05-27T03:40:29Z,Fletcher,5534,44.5413,-84.8644,2019-05-27T04:14:54Z,321701.4876,312504.2276,0.573455028,0.971410577,151.3749565,155.8300477,334.7291801,1.300003,-2.600006,-2.906153497,FALSE,suspect detection times (UTC offset issue?)
33226,Ruddy Turnstone,ad,21620,Lakeview landfill,4605,42.0628,-80.0168,2019-05-23T14:53:50Z,Arkey's Acres,3954,42.6119,-81.7345,2019-05-24T03:31:01Z,192454.9412,154136.8841,12.61978756,0.800898554,3.392751339,4.236181129,293.8867802,1.3999939,4.599991,0.58259646,TRUE,
33226,Ruddy Turnstone,ad,21620,Arkey's Acres,3954,42.6119,-81.7345,2019-05-24T03:34:50Z,South Tawas,5528,44.3333,-83.603,2019-05-24T21:16:30Z,243779.3538,243779.3538,17.69453475,1,3.826971894,3.826971894,322.3125427,4.399994,-4.900009,-6.567611435,TRUE,
33226,Ruddy Turnstone,ad,21620,South Tawas,5528,44.3333,-83.603,2019-05-24T21:40:51Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,940167.2635,845197.7738,12.59071539,0.898986602,18.64684826,20.74207582,14.42971389,-2.600006,0.19999695,-0.454213269,TRUE,
33226,Ruddy Turnstone,ad,21620,Mack Lake,5529,44.565,-84.024,2019-05-24T22:09:01Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,897908.9159,829416.5048,12.12136108,0.92372009,19.00722798,20.57682645,16.80247461,-4.800003,2.699997,1.197174109,FALSE,shorter subset
33226,Ruddy Turnstone,ad,21620,St. Helen,5535,44.3487,-84.3449,2019-05-24T22:18:06Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,862835.8588,859949.2073,11.96995681,0.99665446,19.95619397,20.02318232,17.74112565,-4.800003,2.699997,1.108951796,FALSE,shorter subset
33226,Ruddy Turnstone,ad,21620,Ogemaw 2,5537,44.4642,-84.3269,2019-05-24T21:57:45Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,849921.6334,847291.9018,12.30910367,0.996905913,19.12071488,19.18005965,17.92489274,-4.800003,2.699997,1.091644238,FALSE,shorter subset
33226,Ruddy Turnstone,ad,21620,Ogemaw,5532,44.4801,-84.2907,2019-05-24T22:20:39Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,846544.0357,844724.0945,11.92756342,0.997850152,19.67254951,19.71493362,17.8021662,-4.800003,2.699997,1.103204129,FALSE,shorter subset
33226,Ruddy Turnstone,ad,21620,Red Oak,5533,44.7394,-84.2773,2019-05-24T22:39:00Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,817709.0062,817002.0964,11.62172569,0.9991355,19.52765301,19.54454928,18.35537656,-4.800003,2.699997,1.051056745,FALSE,shorter subset
33226,Ruddy Turnstone,ad,21620,Clear Lake,5536,45.1565,-84.1872,2019-05-24T23:02:48Z,Piskwamish,5293,51.6582,-80.5669,2019-05-25T10:16:18Z,770820.5507,770820.5507,11.22504583,1,19.07491718,19.07491718,19.00120102,-4.800003,2.699997,0.990055638,FALSE,shorter subset
33229,Ruddy Turnstone,ad,21623,Garden,5026,34.008,-81.0801,2019-05-26T02:02:59Z,Auzins,4081,42.9254,-81.3673,2019-05-26T19:35:08Z,1023523.755,990201.587,17.53574514,0.967443679,15.68544674,16.21329187,358.6376996,-0.40000916,3.5,3.508520696,TRUE,
33229,Ruddy Turnstone,ad,21623,Bolin_Port_Burwell,4822,42.6226,-80.7218,2019-05-26T18:07:01Z,Clear Lake,5536,45.1565,-84.1872,2019-05-26T23:24:58Z,402370.763,395917.0159,5.299339222,0.983960696,20.75295508,21.09124396,316.5058505,2.800003,-0.6000061,-2.362458694,FALSE,shorter subset
33229,Ruddy Turnstone,ad,21623,West Port Bruce,2292,42.6616,-81.0627,2019-05-26T18:45:54Z,Clear Lake,5536,45.1565,-84.1872,2019-05-26T23:24:58Z,374078.9226,373892.3512,4.651325667,0.999501251,22.32890016,22.34004223,318.9167503,2.800003,-0.6000061,-2.292293656,FALSE,shorter subset
33229,Ruddy Turnstone,ad,21623,Auzins,4081,42.9254,-81.3673,2019-05-26T19:47:51Z,Clear Lake,5536,45.1565,-84.1872,2019-05-26T23:24:58Z,335611.985,335428.9285,3.618762861,0.999454559,25.74766735,25.76171885,318.6170675,2.0999908,0.099990845,-1.313255601,TRUE,
33229,Ruddy Turnstone,ad,21623,Pinery_Provincial_Park,5756,43.2497,-81.8249,2019-05-26T20:46:00Z,Clear Lake,5536,45.1565,-84.1872,2019-05-26T23:24:58Z,283779.8653,283779.8653,2.64967275,1,29.74999096,29.74999096,319.1110445,2.0999908,0.099990845,-1.299052646,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Stutchbury,4215,41.7859,-79.9504,2019-05-27T21:21:47Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,1030353.211,480586.554,17.50819364,0.466428938,7.624788014,16.347159,314.5124712,-0.90000916,0.19999695,0.782005376,TRUE,
33230,Ruddy Turnstone,ad,21624,SGL 154,4214,41.997,-79.7017,2019-05-27T21:33:46Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,999112.8073,479832.2845,17.30834258,0.480258366,7.700722645,16.03454138,310.9589261,-0.90000916,0.19999695,0.810770212,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Lakeview landfill,4605,42.0628,-80.0168,2019-05-27T21:54:29Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,972013.8632,455460.9035,16.96317197,0.468574493,7.458329011,15.91706146,312.197231,-0.90000916,0.19999695,0.801095048,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Long_Point_Tip,4256,42.5487,-80.0507,2019-05-27T22:30:45Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,917966.905,418878.4488,16.35866892,0.456311057,7.112750143,15.58750337,306.9621184,-0.90000916,0.19999695,0.839392766,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Breakwater,2153,42.5611,-80.2844,2019-05-27T22:35:33Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,898724.2934,402834.3893,16.27883261,0.448229109,6.873861545,15.33559826,308.2838576,-0.90000916,0.19999695,0.830372741,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Werden,4150,42.7551,-80.2724,2019-05-27T22:52:49Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,877150.8221,390646.5588,15.9910715,0.445358482,6.785845026,15.2368155,305.7241285,-0.90000916,0.19999695,0.847436226,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Turkey Point,3121,42.7102,-80.3573,2019-05-27T22:53:54Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,868612.0417,388005.824,15.97299992,0.446696345,6.747598831,15.10556088,306.8623639,-0.90000916,0.19999695,0.840055458,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Langton,3005,42.7259,-80.5623,2019-05-27T23:05:31Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,851728.2865,373615.4808,15.77920464,0.438655715,6.577142536,14.99386034,308.049983,-0.90000916,0.19999695,0.832001102,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Waterford_Quarry,3953,42.9155,-80.3107,2019-05-27T23:23:13Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,822282.0873,377921.6609,15.48430278,0.459600989,6.779655542,14.75117699,303.783651,-0.90000916,0.19999695,0.859246467,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Falconer_Farm,4823,42.8142,-80.5849,2019-05-27T23:19:42Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,797208.1993,366162.876,15.54292636,0.45930646,6.543935655,14.24742786,307.0052911,-0.90000916,0.19999695,0.839105171,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Cambridge_RARE,3938,43.3768,-80.3525,2019-05-28T06:27:09Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,731899.5747,348981.0965,8.418711028,0.476815548,11.51473107,24.14923576,297.0632968,-5.100006,2.199997,5.542520635,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Chesley,3985,44.2852,-81.1,2019-05-28T00:55:59Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,614415.877,257612.5509,13.93804622,0.419280426,5.134079826,12.24497854,282.4088717,-1.1000061,-2.5,0.537092496,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Earl_Rowe_PP,3992,44.1484,-79.9029,2019-05-28T05:11:57Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,517551.4456,354322.9489,9.671938444,0.684613968,10.17614431,14.86406177,282.2067896,-6.100006,-1.9000092,5.560350898,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Forks_of_the_Credit,3994,43.8259,-80.005,2019-05-28T05:31:31Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,480789.7391,355770.6686,9.345932944,0.739971426,10.57413811,14.28992762,288.0596491,-6.100006,-1.9000092,5.210468834,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Guelph_Lake_CA,4725,43.605,-80.2701,2019-05-28T06:12:54Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,448248.1113,344321.4029,8.656178333,0.768149144,11.0493142,14.38433446,292.8592122,-5.100006,2.199997,5.554091262,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,UWO - SSC,5066,43.0096,-81.2755,2019-05-28T07:22:36Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,343216.658,308428.2915,7.49447275,0.898640216,11.43169483,12.7211031,309.5742019,-5,1.5999908,4.873318188,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Auzins,4081,42.9254,-81.3673,2019-05-28T07:41:08Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,331232.3031,308840.4233,7.185584333,0.932398261,11.93904385,12.80466122,311.7332434,-5,1.5999908,4.796315817,FALSE,shorter subset
33230,Ruddy Turnstone,ad,21624,Marthaville_CA,3958,42.9156,-82.1729,2019-05-28T08:19:07Z,Red Oak,5533,44.7394,-84.2773,2019-05-28T14:52:16Z,265447.6927,264020.7575,6.552647972,0.99462442,11.19228434,11.25277453,320.8509963,-5,1.5999908,4.39750017,FALSE,shorter subset
33232,Ruddy Turnstone,ad,21626,Wheeler Fire Tower,4212,41.691,-79.2569,2019-05-30T17:16:54Z,Short Hills Provincial Park,3952,43.1021,-79.2672,2019-05-30T20:24:13Z,168109.1067,156748.9893,3.122007583,0.932424141,13.94659839,14.95735447,359.6934811,3.5,1.699997,1.681248589,TRUE,
33239,Ruddy Turnstone,ad,21633,Auzins,4081,42.9254,-81.3673,2019-05-28T18:20:20Z,Cabot_Head,5855,45.2461,-81.2986,2019-05-29T02:01:41Z,318826.8639,257921.5134,7.689232556,0.808970456,9.317557287,11.51779675,1.198561023,2.699997,-4.300003,-4.242585523,TRUE,
33239,Ruddy Turnstone,ad,21633,Harrington,4714,43.2408,-80.9781,2019-05-28T19:13:24Z,Cabot_Head,5855,45.2461,-81.2986,2019-05-29T02:01:41Z,271580.3195,224288.247,6.804959389,0.825863404,9.155424342,11.08588212,353.5573552,0.8999939,-2.600006,-2.684573141,FALSE,shorter subset
33239,Ruddy Turnstone,ad,21633,SpruceHaven,4360,43.442,-80.6362,2019-05-28T20:11:32Z,Cabot_Head,5855,45.2461,-81.2986,2019-05-29T02:01:41Z,235966.7218,207309.6125,5.835969222,0.878554446,9.867427549,11.23143545,345.4697578,0.8999939,-2.600006,-2.742646068,FALSE,shorter subset
33873,Ruddy Turnstone,ad,21945,MontezumaNWR_Office,4340,42.9668,-76.7387,2019-05-24T23:08:51Z,Longridge,5289,51.823,-80.6911,2019-05-25T13:28:05Z,1043279.892,1028435.473,14.3206495,0.985771393,19.94857288,20.23651023,344.5785137,0.19999695,0.099990845,0.043208033,TRUE,
33873,Ruddy Turnstone,ad,21945,Brighton,3051,44.0128,-77.7452,2019-05-25T01:47:50Z,Longridge,5289,51.823,-80.6911,2019-05-25T13:28:05Z,901352.6591,895685.0004,11.67096789,0.993712052,21.31797391,21.45286844,346.8549296,1.300003,0.69999695,0.386011901,FALSE,shorter subset
33875,Ruddy Turnstone,ad,21947,Wheeler Fire Tower,4212,41.691,-79.2569,2019-05-23T14:25:11Z,Brechin,4748,44.5426,-79.1876,2019-05-24T06:52:27Z,415318.8331,316849.1903,16.45429994,0.762905905,5.348976516,7.0113188,0.996360491,1.3999939,4.599991,4.623639836,TRUE,
33876,Ruddy Turnstone,ad,21948,PARC Honey Hut,4634,41.4907,-81.9337,2019-05-26T17:44:03Z,Red Oak,5533,44.7394,-84.2773,2019-05-26T22:31:15Z,494637.3743,408172.2305,4.78666275,0.825194884,23.68689441,28.70460649,332.9385304,2.0999908,0.099990845,-0.86633899,TRUE,
33882,Ruddy Turnstone,ad,21954,Winous Point 2016,3116,41.4619,-82.9991,2019-05-26T16:10:16Z,Clare,5527,44.1509,-84.9484,2019-05-26T17:38:05Z,340108.4219,338584.9227,1.463567139,0.995520548,64.26173758,64.55089018,332.5662742,2.0999908,0.099990845,-0.878766275,FALSE,suspect detection times (UTC offset issue?)
33882,Ruddy Turnstone,ad,21954,Darby,4262,41.5307,-82.985,2019-05-26T17:28:34Z,Clare,5527,44.1509,-84.9484,2019-05-26T17:38:05Z,332373.5413,332373.5413,0.158445139,1,582.7000081,582.7000081,331.7894086,2.0999908,0.099990845,-0.904580818,FALSE,suspect detection times (UTC offset issue?)
34137,Ruddy Turnstone,ad,22122,Pisgah Astronomical Research Institute,4665,35.197,-82.8732,2019-05-23T04:34:11Z,Falconer_Farm,4823,42.8142,-80.5849,2019-05-23T15:42:38Z,915008.4371,868450.397,11.14084172,0.949117365,21.65332094,22.81416581,12.48073138,-0.6000061,5.800003,5.533273544,TRUE,
34137,Ruddy Turnstone,ad,22122,the Wilds,4489,39.8298,-81.7327,2019-05-23T10:34:35Z,Falconer_Farm,4823,42.8142,-80.5849,2019-05-23T15:42:38Z,391045.0003,345087.9979,5.134232639,0.882476435,18.67032212,21.1567373,15.79191932,6.800003,4.5,6.18073741,FALSE,shorter subset
34139,Ruddy Turnstone,ad,22124,PARC Honey Hut,4634,41.4907,-81.9337,2019-05-26T17:15:24Z,Red Oak,5533,44.7394,-84.2773,2019-05-27T00:32:08Z,440954.2477,408172.2305,7.278945833,0.925656647,15.57659278,16.82761403,332.9385304,2.0999908,0.099990845,-0.86633899,TRUE,
34147,Ruddy Turnstone,ad,22132,Brighton,3051,44.0128,-77.7452,2019-05-31T21:13:50Z,East Point,5290,51.3818,-79.6857,2019-06-01T12:12:35Z,847825.6319,832081.3549,14.97899475,0.981429817,15.43052211,15.72249166,350.6310638,0.3999939,0.19999695,0.132213676,TRUE,
34147,Ruddy Turnstone,ad,22132,Hilliardton,3279,47.7408,-79.6989,2019-06-01T03:45:52Z,East Point,5290,51.3818,-79.6857,2019-06-01T12:12:35Z,406591.4252,404955.9291,8.445162111,0.995977544,13.31978671,13.37358136,0.130111456,0.19999695,-0.5,-0.499544543,FALSE,shorter subset
