mfgID,motusTagID,tagDeployID,site_date,runID,antBin,pulseCount,numHits,runLen,longRun,inspectFlag,keep
47,33227,21621,Pinery_Provincial_Park: 2019-05-26,67698313,W,460,18,18,16,excessive burstSlop,FALSE
47,33227,21621,Pinery_Provincial_Park: 2019-05-26,42417080,N,727,18,18,18,excessive burstSlop,TRUE
47,33227,21621,Pinery_Provincial_Park: 2019-05-26,63224081,N,727,18,18,18,excessive burstSlop,TRUE
47,33227,21621,Pinery_Provincial_Park: 2019-05-26,67698314,N,727,18,18,18,excessive burstSlop,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-09,91811752,(Missing),82954,6960,4,1,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-09,91812488,(Missing),82954,6960,4,1,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-09,91813619,(Missing),144537,7240,4,1,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-10,91816340,(Missing),157458,2881,3,3,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-10,91816776,(Missing),157458,2881,6,4,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-15,91819544,(Missing),16868,5375,12,3,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-15,91820767,(Missing),16868,5375,3,3,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-16,91821031,(Missing),46800,965,4,3,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-16,91821678,(Missing),26230,5000,3,3,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-16,91821925,(Missing),26230,5000,4,2,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-16,91822159,(Missing),26230,5000,4,2,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Grève de Tadoussac: 2019-11-16,91823259,(Missing),26230,5000,5,4,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Port Mouton: 2019-11-16,58189711,E,142164,835,4,1,median freqsd of run > 0.05 kHz,FALSE
47,33227,21621,Port Mouton: 2019-11-16,74139236,E,142164,834,4,1,median freqsd of run > 0.05 kHz,FALSE
48,33228,21622,Hopewell Rocks: 2019-08-04,55888949,E,553,211,9,4,median freqsd of run > 0.05 kHz,TRUE
48,33228,21622,Hopewell Rocks: 2019-08-04,71960815,E,553,211,9,4,median freqsd of run > 0.05 kHz,FALSE
49,33229,21623,Garden: 2019-05-25,49728788,W,3475,3,3,3,run length of 3,TRUE
49,33229,21623,Garden: 2019-05-25,90985557,W,3475,3,3,3,run length of 3,FALSE
49,33229,21623,West Port Bruce: 2019-05-26,61374283,E,30,17,4,2,SG: <3 consecutive bursts,TRUE
49,33229,21623,Auzins: 2019-05-26,43307950,W,40,59,15,10,excessive burstSlop,TRUE
49,33229,21623,Auzins: 2019-05-26,65857467,W,40,59,15,10,excessive burstSlop,FALSE
49,33229,21623,Auzins: 2019-05-26,43307951,W,40,59,7,4,excessive burstSlop,TRUE
49,33229,21623,Auzins: 2019-05-26,65857468,W,40,59,7,4,excessive burstSlop,FALSE
49,33229,21623,Pinery_Provincial_Park: 2019-05-26,42417076,N,570,8,8,7,hit with high freqSD,TRUE
49,33229,21623,Pinery_Provincial_Park: 2019-05-26,63224077,N,570,8,8,7,hit with high freqSD,TRUE
49,33229,21623,Pinery_Provincial_Park: 2019-05-26,67698310,N,570,8,8,7,hit with high freqSD,FALSE
50,33230,21624,Cambridge_RARE: 2019-05-27,50766853,S,3,4,4,1,SG: <3 consecutive bursts,TRUE
50,33230,21624,Cambridge_RARE: 2019-05-27,71926163,S,3,4,4,1,SG: <3 consecutive bursts,FALSE
50,33230,21624,Earl_Rowe_PP: 2019-05-28,68228952,N,44,6,6,2,SG: <3 consecutive bursts,TRUE
50,33230,21624,Forks_of_the_Credit: 2019-05-28,55104167,N,414,9,7,5,median freqsd of run > 0.05 kHz,TRUE
50,33230,21624,Forks_of_the_Credit: 2019-05-28,71367256,N,414,9,7,5,median freqsd of run > 0.05 kHz,FALSE
50,33230,21624,UWO - SSC: 2019-05-28,57520767,E,266,12,12,5,hit with high freqSD,TRUE
50,33230,21624,Marthaville_CA: 2019-05-28,55101839,W,469,7,7,2,SG: <3 consecutive bursts,TRUE
50,33230,21624,Marthaville_CA: 2019-05-28,75983616,W,469,7,7,2,SG: <3 consecutive bursts,FALSE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086437,N,NA,51,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093445,N,NA,51,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086439,N,NA,51,6,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093447,N,NA,51,6,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086440,S,157,21,5,3,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093448,S,157,21,5,3,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086443,N,NA,51,6,6,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093451,N,NA,51,6,6,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086442,S,157,21,6,6,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093450,S,157,21,6,6,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086444,S,157,21,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086445,N,NA,51,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093452,S,157,21,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093453,N,NA,51,4,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086446,S,157,21,6,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093454,S,157,21,6,2,SG: <3 consecutive bursts,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,58086447,N,NA,51,11,10,excessive burstSlop,TRUE
52,33232,21626,Wheeler Fire Tower: 2019-05-30,63093455,N,NA,51,11,10,excessive burstSlop,TRUE
52,33232,21626,Short Hills Provincial Park: 2019-05-30,54619211,W,3791,7,7,4,excessive burstSlop,TRUE
52,33232,21626,Short Hills Provincial Park: 2019-05-30,67706885,W,3791,7,7,4,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761276,E,107,71,14,10,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990713,E,107,71,14,10,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761277,N,NA,41,14,14,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990714,N,NA,41,14,14,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761278,N,NA,41,6,6,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990715,N,NA,41,6,6,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761279,N,NA,41,4,3,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990716,N,NA,41,4,3,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761280,N,NA,41,6,3,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990717,N,NA,41,6,3,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761281,N,NA,41,4,3,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990718,N,NA,41,4,3,excessive burstSlop,FALSE
53,33233,21627,Washiskogau Creek: 2019-05-30,50761283,N,NA,41,5,5,excessive burstSlop,TRUE
53,33233,21627,Washiskogau Creek: 2019-05-30,66990720,N,NA,41,5,5,excessive burstSlop,FALSE
53,33233,21627,Longridge: 2019-05-31,55114698,W,67,37,6,2,SG: <3 consecutive bursts,TRUE
53,33233,21627,Longridge: 2019-05-31,72070594,W,67,37,6,2,SG: <3 consecutive bursts,FALSE
59,33239,21633,Auzins: 2019-05-28,43307958,W,195,37,5,2,SG: <3 consecutive bursts,TRUE
59,33239,21633,Auzins: 2019-05-28,65857475,W,195,37,5,2,SG: <3 consecutive bursts,FALSE
59,33239,21633,Auzins: 2019-05-28,43307959,W,195,37,8,2,SG: <3 consecutive bursts,TRUE
59,33239,21633,Auzins: 2019-05-28,65857476,W,195,37,8,2,SG: <3 consecutive bursts,FALSE
59,33239,21633,Auzins: 2019-05-28,43307960,W,195,37,10,6,excessive burstSlop,TRUE
59,33239,21633,Auzins: 2019-05-28,65857477,W,195,37,10,6,excessive burstSlop,FALSE
59,33239,21633,Auzins: 2019-05-28,43307964,W,195,37,9,3,excessive burstSlop,TRUE
59,33239,21633,Auzins: 2019-05-28,65857481,W,195,37,9,3,excessive burstSlop,FALSE
59,33239,21633,New_Farm: 2019-05-28,55104108,N,11,7,7,1,SG: <3 consecutive bursts,TRUE
59,33239,21633,New_Farm: 2019-05-28,71926092,N,11,7,7,1,SG: <3 consecutive bursts,FALSE
59,33239,21633,Lookoff: 2019-11-01,86483048,N,NA,975,3,3,run length of 3,FALSE
59,33239,21633,Lookoff: 2019-11-13,61578788,N,NA,488,4,1,SG: <3 consecutive bursts,FALSE
78,33873,21945,Piskwamish: 2019-05-25,54634677,(Missing),34,3,3,3,run length of 3,TRUE
80,33875,21947,Wheeler Fire Tower: 2019-05-23,58086430,W,6871,19,5,2,SG: <3 consecutive bursts,TRUE
80,33875,21947,Wheeler Fire Tower: 2019-05-23,63093438,W,6871,19,5,2,SG: <3 consecutive bursts,TRUE
80,33875,21947,Wheeler Fire Tower: 2019-05-23,58086431,N,NA,6,4,2,SG: <3 consecutive bursts,TRUE
80,33875,21947,Wheeler Fire Tower: 2019-05-23,63093439,N,NA,6,4,2,SG: <3 consecutive bursts,TRUE
80,33875,21947,Brighton: 2019-05-23,50775365,E,774,8,8,6,excessive burstSlop,TRUE
80,33875,21947,Brighton: 2019-05-23,50775366,W,116,6,6,4,excessive burstSlop,TRUE
80,33875,21947,Brighton: 2019-05-23,50775367,S,NA,12,7,6,excessive burstSlop,TRUE
80,33875,21947,Brighton: 2019-05-23,50775368,S,NA,12,5,4,excessive burstSlop,TRUE
80,33875,21947,Brighton: 2019-05-23,50775369,W,383,11,11,4,median freqsd of run > 0.05 kHz,TRUE
80,33875,21947,Brechin: 2019-05-24,61735848,S,114,16,10,5,excessive burstSlop,TRUE
87,33882,21954,Winous Point 2016: 2019-05-26,59420994,E,100,24,8,1,Lotek/CTT: <2 consecutive bursts,TRUE
87,33882,21954,Clare: 2019-05-26,58141446,(Missing),520,82,82,12,excessive burstSlop,TRUE
88,33883,21955,Little Talbot: 2019-07-11,44420384,(Missing),8708,943,7,1,Lotek/CTT: <2 consecutive bursts,FALSE
88,33883,21955,Little Talbot: 2019-07-11,61962739,(Missing),8708,939,7,1,Lotek/CTT: <2 consecutive bursts,FALSE
88,33883,21955,Pipe Creek South: 2019-07-15,59373655,(Missing),NA,22,4,1,Lotek/CTT: <2 consecutive bursts,FALSE
88,33883,21955,Chaufferie: 2019-08-02,54937474,W,10083,586,4,2,median freqsd of run > 0.05 kHz,FALSE
88,33883,21955,Little Talbot: 2019-08-12,61971562,(Missing),3080,1045,4,1,flagged by motusFilter,FALSE
88,33883,21955,Little Talbot: 2019-08-19,44431362,(Missing),2076,505,4,1,flagged by motusFilter,FALSE
88,33883,21955,Little Talbot: 2019-08-19,61973884,(Missing),2076,518,4,1,flagged by motusFilter,FALSE
358,34134,22119,Clifton: 2019-07-20,51106794,W,1,9469,4,1,median freqsd of run > 0.05 kHz,FALSE
358,34134,22119,Clifton: 2019-07-20,72817174,W,1,9469,4,1,median freqsd of run > 0.05 kHz,FALSE
358,34134,22119,Clifton: 2019-07-20,51106793,(Missing),94731,9420,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-20,72817173,(Missing),94731,9420,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-21,51112840,(Missing),92899,12552,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-21,72823214,(Missing),92899,12551,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-21,51112841,N,99698,14011,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-21,72823215,N,99698,14011,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-21,51112842,W,2,13145,4,1,SG: <3 consecutive bursts,FALSE
358,34134,22119,Clifton: 2019-07-21,72823216,W,2,13145,4,1,SG: <3 consecutive bursts,FALSE
358,34134,22119,Clifton: 2019-07-23,51191422,(Missing),94826,8235,4,1,High hourly pulse count,FALSE
358,34134,22119,Clifton: 2019-07-23,72901769,(Missing),94826,8235,4,1,High hourly pulse count,FALSE
359,34135,22120,Clifton: 2019-08-14,51422712,N,38701,3597,4,1,High hourly pulse count,FALSE
359,34135,22120,Clifton: 2019-08-14,73138394,N,38701,3595,4,1,High hourly pulse count,FALSE
359,34135,22120,Clifton: 2019-08-14,51422711,W,11295,2716,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-08-14,73138393,W,11295,2714,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,51497374,N,10438,3027,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,73218053,N,10438,3025,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,51497376,W,8072,1993,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,73218055,W,8072,1993,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,51497375,(Missing),6836,2180,4,1,SG: <3 consecutive bursts,FALSE
359,34135,22120,Clifton: 2019-09-29,73218054,(Missing),6836,2178,4,1,SG: <3 consecutive bursts,FALSE
360,34136,22121,"Cape Romain NWR, SC (Bulls Island): 2019-06-02",39587795,W,336,5,5,2,SG: <3 consecutive bursts,TRUE
360,34136,22121,"Cape Romain NWR, SC (Bulls Island): 2019-06-02",63219160,W,336,5,5,2,SG: <3 consecutive bursts,TRUE
360,34136,22121,Lookoff: 2019-11-05,61563856,N,NA,826,4,2,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Lookoff: 2019-11-05,86488059,N,NA,826,4,2,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Grève de Tadoussac: 2019-11-15,91819273,(Missing),16868,5375,3,3,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Grève de Tadoussac: 2019-11-15,91819570,(Missing),16868,5375,6,2,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Lookoff: 2019-11-20,61594341,N,NA,1345,4,1,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Lookoff: 2019-11-20,86518601,N,NA,1325,5,1,median freqsd of run > 0.05 kHz,FALSE
360,34136,22121,Lookoff: 2019-11-21,61600869,N,NA,1395,5,2,median freqsd of run > 0.05 kHz,FALSE
361,34137,22122,Pisgah Astronomical Research Institute: 2019-05-23,60697542,E,1642,37,34,4,hit with high freqSD,TRUE
361,34137,22122,Pisgah Astronomical Research Institute: 2019-05-23,66990525,E,1642,37,34,4,hit with high freqSD,FALSE
361,34137,22122,Pisgah Astronomical Research Institute: 2019-05-23,76130151,E,1642,37,34,4,hit with high freqSD,FALSE
361,34137,22122,Turkey Point: 2019-05-23,60336682,S,20245,17,9,9,High hourly pulse count,TRUE
361,34137,22122,Turkey Point: 2019-05-23,85940896,S,20245,17,9,9,High hourly pulse count,FALSE
362,34138,22123,West Port Bruce: 2019-05-26,61374279,W,295,36,5,1,SG: <3 consecutive bursts,FALSE
362,34138,22123,Clifton: 2019-07-23,51191427,N,100669,8453,4,1,High hourly pulse count,FALSE
362,34138,22123,Clifton: 2019-07-23,72901774,N,100669,8454,4,1,High hourly pulse count,FALSE
365,34141,22126,Pisgah Astronomical Research Institute: 2019-05-23,60697541,W,135,8,4,2,SG: <3 consecutive bursts,TRUE
365,34141,22126,Pisgah Astronomical Research Institute: 2019-05-23,66990524,W,135,8,4,2,SG: <3 consecutive bursts,FALSE
365,34141,22126,Pisgah Astronomical Research Institute: 2019-05-23,76130150,W,135,8,4,2,SG: <3 consecutive bursts,FALSE
365,34141,22126,Hillman_Marsh: 2019-05-24,58142406,E,140,3,3,3,run length of 3,TRUE
365,34141,22126,Hillman_Marsh: 2019-05-24,74131287,E,140,3,3,3,run length of 3,FALSE
365,34141,22126,Hillman_Marsh: 2019-05-24,58142410,E,20751,10,10,10,High hourly pulse count,TRUE
365,34141,22126,Hillman_Marsh: 2019-05-24,74131291,E,20751,10,10,10,High hourly pulse count,FALSE
365,34141,22126,Clifton: 2019-07-20,51106800,N,3,10886,4,1,SG: <3 consecutive bursts,FALSE
365,34141,22126,Clifton: 2019-07-20,72817180,N,3,10881,4,1,SG: <3 consecutive bursts,FALSE
365,34141,22126,Clifton: 2019-07-21,51112875,(Missing),92899,12552,4,1,High hourly pulse count,FALSE
365,34141,22126,Clifton: 2019-07-21,72823249,(Missing),92899,12551,4,1,High hourly pulse count,FALSE
365,34141,22126,"Mackay Island NWR, NC: 2019-10-28",61128158,E,10941,309,7,2,median freqsd of run > 0.05 kHz,FALSE
365,34141,22126,"Mackay Island NWR, NC: 2019-10-28",67165962,E,10941,309,7,2,median freqsd of run > 0.05 kHz,FALSE
365,34141,22126,"Mackay Island NWR, NC: 2019-10-28",76263355,E,10941,309,7,2,median freqsd of run > 0.05 kHz,FALSE
366,34142,22127,Clifton: 2019-07-21,51112849,(Missing),92899,12552,4,1,High hourly pulse count,FALSE
366,34142,22127,Clifton: 2019-07-21,72823223,(Missing),92899,12551,4,1,High hourly pulse count,FALSE
366,34142,22127,Clifton: 2019-07-21,51112850,N,99698,14011,4,1,High hourly pulse count,FALSE
366,34142,22127,Clifton: 2019-07-21,51112851,W,2,13145,4,1,SG: <3 consecutive bursts,FALSE
366,34142,22127,Clifton: 2019-07-21,72823224,N,99698,14011,4,1,High hourly pulse count,FALSE
366,34142,22127,Clifton: 2019-07-21,72823225,W,2,13145,4,1,SG: <3 consecutive bursts,FALSE
368,34144,22129,Oak hammock marsh: 2019-05-26,40597872,W,332,50,3,3,run length of 3,TRUE
368,34144,22129,Oak hammock marsh: 2019-05-26,64439139,W,332,50,3,3,run length of 3,TRUE
369,34145,22130,Grève de Tadoussac: 2019-11-09,91807918,(Missing),136737,1956,4,1,median freqsd of run > 0.05 kHz,FALSE
369,34145,22130,Grève de Tadoussac: 2019-11-09,91810065,(Missing),82954,6960,4,2,median freqsd of run > 0.05 kHz,FALSE
369,34145,22130,Grève de Tadoussac: 2019-11-10,91816919,(Missing),157458,2881,4,4,median freqsd of run > 0.05 kHz,FALSE
369,34145,22130,Grève de Tadoussac: 2019-11-16,91821610,(Missing),26230,5000,8,4,median freqsd of run > 0.05 kHz,FALSE
370,34146,22131,"Mackay Island NWR, NC: 2019-10-27",61127830,N,11554,2696,5,5,median freqsd of run > 0.05 kHz,FALSE
370,34146,22131,"Mackay Island NWR, NC: 2019-10-27",67165634,N,11554,2696,5,5,median freqsd of run > 0.05 kHz,FALSE
370,34146,22131,"Mackay Island NWR, NC: 2019-10-27",76263027,N,11554,2696,5,5,median freqsd of run > 0.05 kHz,FALSE
371,34147,22132,Brighton: 2019-05-31,50775379,S,NA,3,3,3,run length of 3,TRUE
371,34147,22132,Brighton: 2019-05-31,75310007,S,NA,3,3,3,run length of 3,FALSE
371,34147,22132,Hilliardton: 2019-05-31,42734753,N,22545,22,22,6,High hourly pulse count,TRUE
371,34147,22132,Hilliardton: 2019-05-31,67705479,N,22545,22,22,6,High hourly pulse count,FALSE
371,34147,22132,Hilliardton: 2019-05-31,42734754,E,49008,53,53,31,High hourly pulse count,TRUE
371,34147,22132,Hilliardton: 2019-05-31,67705480,E,49008,53,53,31,High hourly pulse count,FALSE
